id,order_no,product_name,unit,quantity,unit_price,total_price,remark
4470,"20240904001","手把带好","个",10,6,60,""
4471,"20240904001","青鲤质剑","支",2,165,330,""
4472,"20240904001","手绑金海夕
有刺","板",5,11.5,57.5,""
4473,"20240904001","红虫螺鲤","包",26,6,156,""
4474,"20240906004","蚯蚓","盒",30,2,60,""
4475,"20240906004","牛P红虫颗粒","包",20,2.3,46,""
4476,"20240906004","白鲨酸臭方
块","件",2,320,640,""
4477,"20240906004","脱钩器","个",10,5,50,""
4478,"20240907006","蚯蚓","盒",30,2,60,""
4479,"20240907006","蛮将","支",2,27,54,""
4480,"20240907008","蚯蚓","盒",30,2,60,""
4481,"20240907008","老坛甜薯果
酸玉米","包",10,7.8,78,""
4482,"20240907008","天元复合拉
丝粉","瓶",10,10.8,108,""
4483,"20240907008","射香酒","瓶",5,7.5,37.5,""
4484,"20240907008","取钩器","个",30,0.3,9,""
4485,"20240907008","诺龙翻板钩","包",10,3,30,""
4486,"20240907008","暴力果酸","瓶",5,7,35,""
4487,"20240908001","蚯蚓","盒",40,2,80,""
4488,"20240908001","牛P红虫颗粒","件",1,210,210,""
4489,"20240908001","九一八腥版","包",15,6.5,97.5,""
4490,"20240908001","金海夕","包",40,2.5,100,""
4491,"20240908001","虾皮钩","付",10,2.4,24,""
4492,"20240908001","软心铅","个",30,0.45,13.5,""
4493,"20240908001","锐鹰翻板钩","包",30,3,90,""
4494,"20240909002","三层网","条",3,90,270,""
4495,"20240909002","三层1指","条",5,65,325,""
4496,"20240909002","粗线鱼袋","个",6,7,42,""
4497,"20240909002","蚯蚓","盒",30,2,60,""
4498,"20240909002","浮钓链","包",10,14.5,145,""
4499,"20240909002","邓刚浮钓鲢","件",1,365,365,""
4500,"20240909002","拉丝粉","包",30,0.9,27,""
4501,"20240909002","感应灯","个",10,24,240,""
4502,"20240909002","军工凳","把",3,14,42,""
4503,"20240910003","白鲨酸臭方
块","件",4,320,1280,""
4504,"20240910003","倍特锋方块
钩","付",20,3.5,70,""
4505,"20240910003","川井十字方
块钩","付",20,3.5,70,""
4506,"20240910003","快枪手翘嘴","包",30,3.5,105,""
4507,"20240911004","蚯蚓","盒",30,2,60,""
4508,"20240911004","铅皮","包",2,9,18,""
4509,"20240911004","川井十字方
块钩","包",10,3.5,35,""
4510,"20240911004","方块鲢鳙钩","包",30,3.5,105,""
4511,"20240911004","锐鹰翻板钩","包",30,3,90,""
4512,"20240911004","翻板铅","个",20,1.4,28,""
4513,"20240912007","蚯蚓","盒",80,2,160,""
4514,"20240912007","拉丝粉","瓶",10,2.8,28,""
4515,"20240912007","天元嫩玉米","包",10,13,130,""
4516,"20240913011","蚯蚓","盒",50,2,100,""
4517,"20240913011","巨无霸","包",10,6.4,64,""
4518,"20240913011","手绑金海夕","板",5,11.5,57.5,""
4519,"20240914006","白鲨酸臭方
块","件",2,320,640,""
4520,"20240914006","蚯蚓","盒",30,2,60,""
4521,"20240914006","天元复合拉
丝粉","瓶",10,10.8,108,""
4522,"20240914006","老鬼竞技拉
丝粉","瓶",10,6,60,""
4523,"20240914006","甜嫩玉米","瓶",10,4.5,45,""
4524,"20240914006","甜果酸","瓶",10,4,40,""
4525,"20240914006","赛道","瓶",5,14,70,""
4526,"20240914006","青鲤质剑","支",1,165,165,""
4527,"20240914006","不空军","包",10,5.5,55,""
4528,"20240914006","剑伊势尼","包",20,2.5,50,""
4529,"20240915004","青鲤质剑","支",2,150,300,""
4530,"20240915004","天元鲫","包",10,6,60,""
4531,"20240915004","伏兵","支",5,45,225,""
4532,"20240915004","6000轮朔头","个",2,26,52,""
4533,"20240915004","神野","包",10,5,50,""
4534,"20240915004","蚯蚓","盒",54,2,108,""
4535,"20240915004","湘霸","包",3,165,495,""
4536,"20240916006","蚯蚓","盒",80,2,160,""
4537,"20240916006","亮片","个",5,3.8,19,""
4538,"20240916006","升级版蓝鲫","包",10,6.8,68,""
4539,"20240916006","赛道","包",5,17,85,""
4540,"20240916006","大速攻","包",10,7.8,78,""
4541,"20240916006","拉饵盘","个",5,10,50,""
4542,"20240916006","神野风爆","包",10,5,50,""
4543,"20240916006","蓝鲫X5","包",10,8,80,""
4544,"20240916006","铁板","个",5,4,20,""
4545,"20240916006","白鲨酸臭方
块","件",2,320,640,""
4546,"20240916006","川井十字方
块钩","包",10,3.5,35,""
4547,"20240916006","欧申发光棒","盒",1,50,50,""
4548,"20240916006","老坛甜薯果
酸玉米","包",10,7.8,78,""
4549,"20240916006","王者之战","包",10,8.2,82,""
4550,"20240916006","返底钓组","包",10,4.5,45,""
4551,"20240916006","杆尖线","个",0,0,0,""
4552,"20240917002","铁板","个",10,4,40,""
4553,"20240917002","金海夕","包",10,2.5,25,""
4554,"20240917002","三体","包",5,11.5,57.5,""
4555,"20240917002","草莓方块","件",1,320,320,""
4556,"20240917002","翠花","件",1,248,248,""
4557,"20240917002","翻板铅","个",20,1.9,38,""
4558,"20240917002","打窝勺","个",40,1.8,72,""
4559,"20240917002","VB玉米","瓶",30,1.8,54,""
4560,"20240917002","甜嫩玉米","瓶",10,4.5,45,""
4561,"20240917002","达摩线","盘",3,10,30,""
4562,"20240919004","蚯蚓","盒",50,2,100,""
4563,"20240919004","长鱼袋","个",5,5.5,27.5,""
4564,"20240919004","川井十字方
块钩","包",10,3.5,35,""
4565,"20240919004","白鲨酸臭方
块","件",3,320,960,""
4566,"20240919004","手绑金海夕
有刺","板",5,11.5,57.5,""
4567,"20240919004","锐鹰翻板钩","包",20,3,60,""
4568,"20240919004","天元复合拉
丝粉","瓶",10,10.8,108,""
4569,"20240919004","牛P红虫颗粒","件",1,210,210,""
4570,"20240919004","手绑伊势尼","板",5,11.5,57.5,""
4571,"20240919004","手绑金海夕
无刺","板",5,11.5,57.5,""
4572,"20240919004","蚯蚓","盒",50,2,100,""
4573,"20240919004","傲湖太空豆","包",50,0.6,30,""
4574,"20240919004","福联伞","把",1,98,98,""
4575,"20240919004","海豆环","包",1,30,30,""
4576,"20240921002","蚯蚓","盒",80,2,160,""
4577,"20240921002","巨无霸","包",20,6.4,128,""
4578,"20240921002","暴力果酸","瓶",5,7,35,""
4579,"20240921002","蓝鲫X5","包",20,7.6,152,""
4580,"20240921002","锐鹰翻板钩","包",10,3,30,""
4581,"20240921002","蓝魔轮","个",5,40,200,""
4582,"20240921002","来得快","包",10,6.3,63,""
4583,"20240921002","达摩线","盘",6,10,60,""
4584,"20240921002","鲜蚯蚓拉 蚯
拉","包",10,8,80,""
4585,"20240921002","黄古窝","包",10,4,40,""
4586,"20240921002","牛P红虫颗粒","件",1,207,207,""
4587,"20240923002","铅头钩","包",4,5,20,""
4588,"20240923002","老坛甜薯果
酸玉米","包",10,7.8,78,""
4589,"20240923002","蚯蚓","盒",100,2,200,"加；50盒"
4590,"20240923002","手绑伊豆","板",15,11.5,172.5,""
4591,"20240923002","锐鹰翻板钩","包",70,3,210,""
4592,"20240923002","易包搞定腥","包",10,12,120,""
4593,"20240923002","手绑伊豆","板",5,11.5,57.5,""
4594,"20240925005","蚯蚓","盒",50,2,100,""
4595,"20240925005","铅头钩7g","包",1,20,20,""
4596,"20240925005","铅头钩","包",5,5,25,""
4597,"20240925005","库战翘嘴","包",10,6.3,63,""
4598,"20240925005","酸臭方块","件",2,320,640,""
4599,"20240927004","蚯蚓","盒",50,2,100,""
4600,"20240927004","螺鲤2号","包",10,12,120,""
4601,"20240927004","绿湘霸","件",1,165,165,""
4602,"20240927004","纵横四方鲫
炮","包",2,16,32,""
4603,"20240927004","名伦轻","支",2,45,90,""
4604,"20240927004","拉饵盘","个",5,10,50,""
4605,"20240927004","240克来得快
酒米","瓶",10,2.3,23,""
4606,"20240927004","神野风爆","包",10,5,50,""
4607,"20240927004","老鬼竞技拉
丝粉","瓶",10,6,60,""
4608,"20240927004","蛮将2.7m","支",5,28,140,""
4609,"20240927004","军工凳","把",5,14,70,""
4610,"20240927004","100米线","盘",10,5,50,""
4611,"20240927004","邓刚浮钓鲢","件",1,365,365,""
4612,"20240927004","地狱猫 香","包",10,6.8,68,""
4613,"20240929005","蚯蚓","盒",50,2,100,""
4614,"20240929005","名伦轻","支",2,69,138,""
4615,"20240929005","拉丝粉","瓶",10,2.8,28,""
4616,"20240929005","翻板铅","个",20,0.7,14,""
4617,"20240929005","川井十字方
块钩","包",10,3.5,35,""
4618,"20240929005","小速攻腥版","包",10,4,40,""
4619,"20240930015","蚯蚓","盒",114,2,228,""
4620,"20240930015","九狼翻板钩","包",10,3,30,""
4621,"20240930015","川井十字方
块钩","包",10,3.5,35,""
4622,"20240930015","老坛甜薯果
酸玉米","件",1,266,266,""
4623,"20241001005","无间隙
GA3000","个",5,58,290,""
4624,"20241001005","蓝魔金属
2000","个",2,34,68,""
4625,"20241002002","诺龙翻板钩","包",60,3,180,""
4626,"20241002002","纵横四方鲫
炮","包",5,16,80,""
4627,"20241002002","赛道","瓶",5,14,70,""
4628,"20241002002","王者之战","包",10,8,80,""
4629,"20241002002","志强鲢鳙","件",1,315,315,""
4630,"20241002002","神影颗粒","瓶",5,11,55,""
4631,"20241002002","纵纵横四方
鲫炮2号","包",3,21,63,""
4632,"20241002002","神影颗粒","包",5,16,80,""
4633,"20241002002","白鲨酸臭方
块","件",3,320,960,""
4634,"20241002002","黄湘霸","件",1,165,165,""
4635,"20241002002","颗粒鲫","包",20,1.2,24,""
4636,"20241002002","斩妖","支",1,120,120,""
4637,"20241002002","悍战鲤","支",1,130,130,""
4638,"20241002002","蓝凳子","把",3,9.5,28.5,""
4639,"20241003006","蚯蚓","盒",114,2,228,""
4640,"20241003006","悍战鲤","支",1,100,100,""
4641,"20241005008","牛P红虫颗粒","件",1,210,210,""
4642,"20241005008","天元复合拉
丝粉","瓶",10,10.8,108,""
4643,"20241005008","蚯蚓","盒",50,2,100,""
4644,"20241005008","VB玉米","瓶",10,1.8,18,""
4645,"20241005008","甜嫩玉米","瓶",10,4.5,45,""
4646,"20241005008","血防鞋","双",3,28,84,""
4647,"20241007002","蚯蚓","盒",50,2,100,""
4648,"20241007002","野战蓝鲫","包",20,5.5,110,""
4649,"20241007002","蓝鲫X5","包",20,7.6,152,""
4650,"20241007002","三体","包",10,11.5,115,""
4651,"20241007002","手绑金海夕","板",5,11.5,57.5,""
4652,"20241008005","蚯蚓","盒",50,2,100,""
4653,"20241008005","手绑金海夕
有刺","板",5,11.5,57.5,""
4654,"20241008005","神野风爆","包",10,5,50,""
4655,"20241009003","蚯蚓","盒",50,2,100,"昨天的"
4656,"20241009003","手绑金海夕","板",5,11.5,57.5,""
4657,"20241009003","神野风爆","包",10,5,50,""
4658,"20241009003","方块鲢鳙钩","包",10,3.5,35,""
4659,"20241009003","龙王恨拉丝
粉","瓶",10,6,60,""
4660,"20241009003","GA无间隙
6000","个",2,65,130,""
4661,"20241009003","GA无间隙
7000","个",2,68,136,""
4662,"20241009003","大鲫终结者","包",10,10,100,""
4663,"20241009003","蚯蚓","盒",50,2,100,""
4664,"20241009003","巨物线组
6.3  7.2m","盘",19,12,228,""
4665,"20241010005","南极虾粉","包",2,3.2,6.4,""
4666,"20241010005","九一八狂拉","包",15,7.8,117,""
4667,"20241010005","谷子大师","包",10,9,90,""
4668,"20241010005","鲫鱼套餐","包",10,6.4,64,""
4669,"20241010005","绿湘霸","件",1,165,165,""
4670,"20241010005","2.4m光威路
亚杆","支",1,190,190,""
4671,"20241010005","PE线150米空
手道","盘",2,48,96,""
4672,"20241010005","白鲨酸臭方
块","件",1,320,320,""
4673,"20241010005","万江鱼酸臭","包",36,6.3,226.8,""
4674,"20241010005","龙王恨虾粉","包",10,3,30,""
4675,"20241010005","全能窝谷子
大师二代","包",10,9,90,""
4676,"20241010005","PE线100m","盘",6,18,108,""
4677,"20241010005","战鲸路亚杆","支",2,80,160,""
4678,"20241010005","蚯蚓","盒",50,2,100,""
4679,"20241012003","PE线","盘",2,18,36,"补一盘"
4680,"20241012003","蚯蚓","盒",114,2,228,""
4681,"20241012003","地狱猫","包",10,6.8,68,""
4682,"20241012003","快意江湖大
混养","包",2,21,42,""
4683,"20241012003","蓝魔金属
2000","个",2,34,68,""
4684,"20241012003","返底钓组","包",10,4.5,45,""
4685,"20241012003","全能窝谷子
大师二代","包",20,9,180,""
4686,"20241012003","鱼浪酒米","瓶",30,2.3,69,""
4687,"20241014002","三角6钩翻板
钩","付",30,3,90,""
4688,"20241014002","太空豆","包",1,14,14,""
4689,"20241014002","翠花","件",1,248,248,""
4690,"20241014002","蚯蚓","盒",50,2,100,""
4691,"20241014002","牛P红虫颗粒","件",1,210,210,""
4692,"20241016003","蚯蚓","盒",50,2,100,""
4693,"20241016003","手绑金海夕
有刺","板",5,11.5,57.5,""
4694,"20241016003","草鱼颗粒","包",10,1.2,12,""
4695,"20241016003","拉丝粉","瓶",10,2.8,28,""
4696,"20241016003","黑猫","包",10,6.3,63,""
4697,"20241016003","手绑伊豆","板",5,11.5,57.5,""
4698,"20241016003","老鬼小肽蛋
白","包",2,15,30,""
4699,"20241017004","蚯蚓","盒",50,2,100,""
4700,"20241017004","不空军","包",10,5.5,55,""
4701,"20241017004","钢弹2号","包",10,6,60,""
4702,"20241017004","今晚吃鱼","包",10,7,70,""
4703,"20241017004","酸臭方块","件",2,320,640,""
4704,"20241018001","蚯蚓","盒",114,2,228,""
4705,"20241018001","军工凳","把",5,14,70,""
4706,"20241018001","蓝凳子","把",5,9.5,47.5,""
4707,"20241018001","库战翘嘴","包",10,6.3,63,""
4708,"20241018001","川井十字方
块钩","包",10,3.5,35,""
4709,"20241018001","倒钓钩","包",10,7,70,""
4710,"20241018001","铅皮","包",5,9,45,""
4711,"20241018001","蓝魔轮","个",2,40,80,""
4712,"20241018001","达摩线","盘",4,10,40,""
4713,"20241018001","傲湖太空豆","包",10,0.6,6,""
4714,"20241018001","大力马100米","盘",2,10,20,""
4715,"20241020001","酸臭慢饼","件",1,320,320,""
4716,"20241020001","九狼翻板钩","包",20,3,60,""
4717,"20241020001","川井十字方
块钩","包",10,3.5,35,""
4718,"20241020001","锐鹰翻板钩","包",10,3,30,""
4719,"20241020001","手绑金海夕
无刺","板",5,11.5,57.5,""
4720,"20241020001","野战蓝鲫","包",10,5.5,55,""
4721,"20241020001","七星漂线组","付",20,2.5,50,""
4722,"20241020001","蓝鲫青春版","包",10,6.5,65,""
4723,"20241020001","全能5311","包",10,10.5,105,""
4724,"20241020001","变色电子漂","支",10,6,60,""
4725,"20241021004","酸臭方块","件",1,320,320,""
4726,"20241021004","VB玉米","瓶",20,1.8,36,""
4727,"20241021004","蓝鲫青春版","包",10,6.5,65,""
4728,"20241021004","手绑金海夕
无刺","板",5,11.5,57.5,""
4729,"20241021004","全能窝谷子
大师二代","包",10,9,90,""
4730,"20241021004","蚯蚓","盒",50,2,100,""
4731,"20241023005","蚯蚓","盒",50,2,100,""
4732,"20241023005","海杆导环尖","个",20,0.7,14,""
4733,"20241024003","酸臭慢饼","件",1,320,320,""
4734,"20241024003","红湘霸","件",1,165,165,""
4735,"20241024003","蚯蚓","盒",30,2,60,""
4736,"20241024003","黄尾G窝","包",10,7,70,""
4737,"20241024003","来得快2号","包",5,6.3,31.5,""
4738,"20241025002","蚯蚓","盒",114,2,228,""
4739,"20241025002","天元千里香","包",10,15.5,155,""
4740,"20241025002","黑猫","包",10,6.3,63,""
4741,"20241025002","易包搞定腥","包",10,12,120,""
4742,"20241025002","小速攻腥版","包",10,4,40,""
4743,"20241025002","黄尾刺客","包",10,5.5,55,""
4744,"20241025002","翠花","件",1,248,248,""
4745,"20241026001","白鲨酸臭方
块","件",3,320,960,""
4746,"20241026001","鲫鱼套餐","包",10,6.4,64,""
4747,"20241026001","牛B鲫水","瓶",10,2.5,25,""
4748,"20241026001","达摩线","盘",2,10,20,""
4749,"20241027001","打渔郎下水
裤","条",3,60,180,""
4750,"20241027001","蓝鲫青春版","包",20,6.5,130,""
4751,"20241027001","拉饵盘","个",5,10,50,""
4752,"20241027001","傲湖太空豆","包",40,0.6,24,""
4753,"20241028005","蚯蚓","盒",114,2,228,""
4754,"20241028005","吴亚浮底抽
心果味","包",3,18.5,55.5,""
4755,"20241028005","三角6钩翻板
钩","付",10,3,30,""
4756,"20241029002","牛P红虫颗粒","件",1,210,210,""
4757,"20241029002","返底钓组","包",10,4.5,45,""
4758,"20241031007","白鲨酸臭方
块","件",2,320,640,""
4759,"20241031007","野战蓝鲫","包",20,5.3,106,""
4760,"20241031007","神野风爆","包",10,5,50,""
4761,"20241031007","蚯蚓","盒",50,2,100,""
4762,"20241031007","方块鲢鳙钩","包",10,3.5,35,""
4763,"20241101006","猎天下","包",20,11,220,""
4764,"20241101006","白鲨酸臭二
代","包",20,8,160,""
4765,"20241101006","九狼翻板钩","包",10,3,30,""
4766,"20241101006","天元复合拉
丝粉","瓶",10,10.5,105,""
4767,"20241101006","蚯蚓","盒",100,2,200,"昨天 50盒"
4768,"20241101006","手绑金海夕
有刺","板",5,11.5,57.5,""
4769,"20241101006","手绑伊豆","板",5,11.5,57.5,""
4770,"20241101006","轻麸","包",2,6.5,13,""
4771,"20241103005","蚯蚓","盒",50,2,100,""
4772,"20241103005","感应灯","个",5,24,120,""
4773,"20241105006","白鲨酸臭方
块","件",1,320,320,""
4774,"20241105006","达摩4号","盘",2,10,20,""
4775,"20241105006","蓝鲫X5","包",10,7.6,76,""
4776,"20241105006","全能窝谷子
大师二代","包",20,8.8,176,""
4777,"20241105006","三角6钩翻板
钩","付",20,3,60,""
4778,"20241105006","九一八腥版","包",10,6.3,63,""
4779,"20241105006","斩妖 1 2 3
节","个",0,0,0,""
4780,"20241105006","蚯蚓","盒",50,2,100,""
4781,"20241107003","白鲨酸臭方
块","件",2,320,640,""
4782,"20241107003","返底钓组","包",10,4.5,45,""
4783,"20241107003","手绑伊豆","板",5,11.5,57.5,""
4784,"20241107003","蚯蚓","盒",50,2,100,""
4785,"20241107003","伙食米","瓶",27,6.6,178.2,""
4786,"20241107003","吴亚浮底抽
心原味","包",2,18.5,37,""
4787,"20241108004","蚯蚓","盒",50,2,100,""
4788,"20241108004","九一八加酒
米","包",15,7.8,117,""
4789,"20241109001","蚯蚓","盒",114,2,228,""
4790,"20241109001","酸臭方块特
慢","件",1,320,320,""
4791,"20241109001","酸臭方块慢","件",1,320,320,""
4792,"20241109001","草莓方块","包",20,8,160,""
4793,"20241109001","九狼翻板钩","包",20,3,60,""
4794,"20241109001","红色风暴","包",10,11.5,115,""
4795,"20241109001","锐鹰翻板钩","包",10,3,30,""
4796,"20241109001","地狱猫","包",10,6.8,68,""
4797,"20241109001","刘志强全能
窝","包",10,8.8,88,""
4798,"20241110002","白鲨酸臭方
块","件",1,320,320,""
4799,"20241110002","三体","包",10,11.5,115,""
4800,"20241110002","天元鲫","包",10,6,60,""
4801,"20241110002","黑猫","包",10,6.3,63,""
4802,"20241110002","蓝凳子","把",5,9.5,47.5,""
4803,"20241111003","鬼牙鲢鳙钩","包",50,2.9,145,""
4804,"20241111003","九狼鲢鳙钩","包",50,3,150,""
4805,"20241111003","返底钓组","包",10,4.5,45,""
4806,"20241111003","老鬼竞技拉
丝粉","瓶",10,6,60,""
4807,"20241111003","七星漂","包",10,0.5,5,""
4808,"20241111003","达魔线","盘",10,10,100,""
4809,"20241111003","蚯蚓","盒",50,2,100,""
4810,"20241111003","大力马100米","盘",10,10,100,""
4811,"20241112004","蚯蚓","盒",50,2,100,""
4812,"20241112004","大铃铛","包",1,50,50,""
4813,"20241112004","傲湖太空豆","包",20,0.6,12,""
4814,"20241112004","串钩","付",20,2.5,50,""
4815,"20241114003","白鲨酸臭方
块","件",1,320,320,""
4816,"20241114003","白鲨酸臭二
代","包",20,8,160,""
4817,"20241114003","河鱼王","包",20,7.8,156,""
4818,"20241115003","蚯蚓","盒",50,2,100,""
4819,"20241115003","手绑新关东","板",5,11.5,57.5,""
4820,"20241115003","鲫炮2号","包",5,21,105,""
4821,"20241115003","不空军","包",10,5.5,55,""
4822,"20241115003","鲫鱼套餐","包",10,6.4,64,""
4823,"20241115003","蓝鲫青春版","包",20,6.5,130,""
4824,"20241116003","蚯蚓","盒",100,2,200,""
4825,"20241116003","翠花","件",1,248,248,""
4826,"20241116003","万江鱼酸臭","件",1,262,262,""
4827,"20241116003","小速攻腥版","包",20,4,80,""
4828,"20241116003","钢蛋2号","包",8,6,48,""
4829,"20241116003","快意江湖鲫
窝","包",2,21,42,""
4830,"20241116003","2000轮朔头","个",3,20,60,""
4831,"20241117001","万江鱼酸臭","件",1,262,262,""
4832,"20241117001","草莓方块","包",20,8,160,""
4833,"20241117001","来得快","包",5,6.3,31.5,""
4834,"20241119001","地狱猫","包",10,6.8,68,""
4835,"20241119001","易包搞定腥","包",10,12,120,""
4836,"20241119001","黑猫","包",10,6.3,63,""
4837,"20241119001","返底钓组","包",40,4.5,180,""
4838,"20241121005","蚯蚓","盒",30,2,60,""
4839,"20241121005","军工凳","把",5,14,70,""
4840,"20241121005","龙王恨虾粉","包",10,3,30,""
4841,"20241121005","倒钓钩","包",10,7,70,""
4842,"20241121005","铁把抄网","个",1,28,28,""
4843,"20241122001","蚯蚓","盒",50,2,100,""
4844,"20241122001","牛P红虫颗粒","件",1,210,210,""
4845,"20241122001","绿湘霸","件",1,165,165,""
4846,"20241123002","白鲨酸臭方
块","件",2,320,640,""
4847,"20241123002","鸡肝浓腥方
块","包",10,6.2,62,""
4848,"20241123002","蚯蚓","盒",50,2,100,""
4849,"20241123002","快意江湖鲫
窝","包",2,21,42,""
4850,"20241123002","快意江湖鲤
窝","包",2,21,42,""
4851,"20241123002","拉丝粉","瓶",10,2.8,28,""
4852,"20241123002","打渔郎下水
裤","条",1,60,60,""
4853,"20241123002","打鱼郎腰裤","条",4,46,184,""
4854,"20241126006","蚯蚓","盒",30,2,60,""
4855,"20241126006","红虫风暴","包",10,10.8,108,""
4856,"20241126006","野战蓝鲫","包",20,5.3,106,""
4857,"20241126006","今晚吃鱼","包",10,6.9,69,""
4858,"20241126006","蓝鲫X5","包",10,7.6,76,""
4859,"20241127002","白鲨酸臭方
块","件",1,320,320,""
4860,"20241127002","PE线150米空
手道","盘",3,48,144,""
4861,"20241128001","蚯蚓","盒",50,2,100,""
4862,"20241128001","河鱼王","件",2,280,560,""
4863,"20241128001","蝴蝶钩","个",50,1,50,""
4864,"20241128001","锐鹰翻板钩","包",30,3,90,""
4865,"20241129001","蚯蚓","盒",114,2,228,""
4866,"20241129001","白鲨酸臭方
块","件",2,320,640,""
4867,"20241129001","白鲨二代","包",10,8,80,""
4868,"20241129001","502胶水","支",10,1.1,11,""
4869,"20241129001","快意江湖大
混养","包",2,21,42,""
4870,"20241129001","鱼浪红大米","瓶",20,2.3,46,""
4871,"20241129001","射香酒","瓶",5,7.5,37.5,""
4872,"20241129001","全能腥","件",1,375,375,""
4873,"20241129001","地狱猫","包",20,6.8,136,""
4874,"20241129001","牛B水","瓶",20,2.5,50,""
4875,"20241129001","伊势尼","包",10,2.5,25,""
4876,"20241201002","全能窝谷子
大师二代","件",1,280,280,""
4877,"20241201002","天元复合拉
丝粉","瓶",10,10.5,105,""
4878,"20241201002","翠花","件",2,248,496,""
4879,"20241201002","舞动天元嫩
玉米","包",10,11,110,""
4880,"20241201002","野钓青春","包",30,6,180,""
4881,"20241203002","蚯蚓","盒",50,2,100,""
4882,"20241203002","西部风老坛
五谷杂粮","包",10,8,80,""
4883,"20241203002","白鲨酸臭方
块","件",1,320,320,""
4884,"20241203002","老鬼南极磷
蚯拉","包",10,8,80,""
4885,"20241203002","老鬼南极磷
虾拉","包",10,8,80,""
4886,"20241203002","天元千里香","包",10,15.5,155,""
4887,"20241203002","神影颗粒","包",5,16,80,""
4888,"20241203002","返底钓组","包",10,4.5,45,""
4889,"20241205004","502胶水","支",20,1.1,22,""
4890,"20241205004","太空豆","包",1,14,14,""
4891,"20241205004","蚯蚓","盒",30,2,60,""
4892,"20241205004","硅胶浮漂座","个",50,0.2,10,""
4893,"20241206002","蚯蚓","盒",50,2,100,""
4894,"20241206002","达摩线","盘",6,10,60,""
4895,"20241207001","白鲨酸臭方
块","件",1,320,320,""
4896,"20241207001","伙食米","瓶",10,6.6,66,""
4897,"20241207001","蚯蚓","盒",50,2,100,""
4898,"20241207001","千里香","瓶",5,5.5,27.5,""
4899,"20241209001","草莓方块","件",1,320,320,""
4900,"20241209001","黄湘霸","件",1,165,165,""
4901,"20241209001","赛道","包",5,16,80,""
4902,"20241209001","神影颗粒","瓶",5,11,55,""
4903,"20241209001","VB玉米","瓶",20,1.8,36,""
4904,"20241209001","老鬼竞技拉
丝粉","瓶",10,6,60,""
4905,"20241209001","青鲤质剑杆
稍","支",1,0,0,""
4906,"20241209001","三角6钩翻板
钩","付",20,3,60,""
4907,"20241209001","手绑伊豆","板",5,11.5,57.5,""
4908,"20241214004","蓝魔轮","个",2,40,80,""
4909,"20241214004","蓝鲫青春版","包",10,6.5,65,""
4910,"20241214004","手把带好","个",10,6,60,""
4911,"20241214004","蚯蚓","盒",50,2,100,""
4912,"20241214004","3米锚杆","支",1,88,88,""
4913,"20241214004","蚯蚓","盒",30,2,60,""
4914,"20241215002","蚯蚓","盒",80,2,160,""
4915,"20241215002","伏兵","支",3,45,135,""
4916,"20241215002","钢弹2号","包",10,6,60,""
4917,"20241215002","库战翘嘴","包",10,6.3,63,""
4918,"20241215002","地狱猫","包",10,6.5,65,""
4919,"20241215002","倒钓钩","包",10,7,70,""
4920,"20241217001","九一八腥版","包",15,6.3,94.5,""
4921,"20241217001","蓝鲫X5","包",10,7.6,76,""
4922,"20241217001","鲫鱼套餐","包",10,6.4,64,""
4923,"20241217001","刘志强全能
窝","件",1,280,280,""
4924,"20241219002","蚯蚓","盒",50,2,100,""
4925,"20241219002","全能窝谷子
大师二代","件",1,280,280,""
4926,"20241220002","PE线","盘",2,18,36,""
4927,"20241220002","PE线150m","盘",2,25,50,""
4928,"20241220002","大鲫终结者","包",10,10,100,""
4929,"20241220002","天元鲫","包",10,6,60,""
4930,"20241222001","蚯蚓","盒",50,2,100,""
4931,"20241222001","PE线","盘",2,18,36,""
4932,"20241222001","龙王恨虾粉","包",10,3,30,""
4933,"20241224001","打渔郎下水
裤","条",3,60,180,""
4934,"20241224001","不空军","包",15,5.5,82.5,""
4935,"20241224001","地狱猫","包",20,6.5,130,""
4936,"20241225002","翠花","包",1,248,248,""
4937,"20241225002","蚯蚓","盒",30,2,60,""
4938,"20241228001","蚯蚓","盒",30,2,60,""
4939,"20241228001","精品鱼护35
公分","个",2,24,48,""
4940,"20241228001","老鬼鱼护35
公分","个",2,48,96,""
4941,"20241230002","蚯蚓","盒",40,2,80,""
4942,"20241230002","野战蓝鲫","包",20,5.3,106,""
4943,"20241230002","地狱猫","包",10,6.5,65,""
4944,"20240309003","神奇玉米","瓶",5,1.8,9,""
4945,"20240309003","甜嫩玉米","瓶",3,5,15,""
4946,"20240309003","拉丝粉","瓶",5,2.8,14,""
4947,"20240309003","糠饼","个",4,9.5,38,""
4948,"20240328009","全能腥","包",8,8,64,""
4949,"20240328009","蚯蚓","盒",50,2,100,""
4950,"20240328009","蓝鲫风暴","包",5,6.5,32.5,""
4951,"20240328009","白鲨酸臭方
块","包",10,8.2,82,""
4952,"20240328009","志强鲢鳙","包",3,12.5,37.5,""
4953,"20240328009","240克来得快
酒米","瓶",5,2.5,12.5,""
4954,"20240328009","拉丝粉","瓶",5,2.8,14,""
4955,"20240328009","天网生鲜玉
米","包",10,6.2,62,""
4956,"20240406008","牛P红虫颗粒","包",5,7.5,37.5,""
4957,"20240406008","九一八腥版","包",4,6.5,26,""
4958,"20240406008","九一八加酒
米","包",5,8,40,""
4959,"20240406008","蚯蚓","盒",30,2,60,""
